"scenario";"sntc_type";"sequence";"subject";"negation";"action";"object";"preposition";"object2";"parsing_class";"original_stnc";"sntc_id";"trace"
"1";"SR";"1";"user";"";"open";"application";;;"ImperativeSequencePP";"Open the application";"1.1";""
"1";"SR";"2";"user";"";"enter";"102.9";"for";"price";"ImperativeSequencePP";"enter 102.9 for price per gallons";"1.2";""
"1";"SR";"3";"user";"";"enter";"5 gallons";"of";"gas";"ImperativeSequencePP";"enter 5 gallons of gas";"1.3";""
"1";"SR";"4";"user";"";"enter";"15";"for";"odometer";"ImperativeSequencePP";"enter 15 for odometer";"1.4";""
"1";"SR";"5";"user";"";"click";"save fillup";;;"ImperativeSequencePP";"click save fillup";"1.5";""
"1";"SR";"6";"user";"";"click";"app menu";;;"ImperativeSequencePP";"click save fillup";"1.5";""
"1";"SR";"7";"user";"";"click";;"on";"import export";"ImperativeSequencePP";"import exported CSV doesn't work";"0";""
"1";"SR";"8";"user";"";"click";;"on";"export data";"ImperativeSequencePP";"import exported CSV doesn't work";"0";""
"1";"SR";"9";"user";"";"click";;"on";"exporter spinner";"ImperativeSequencePP";"import exported CSV doesn't work";"0";""
"1";"SR";"10";"user";"";"export";;"to";"spreadsheet (Excel, Google docs)";"ImperativeSequencePP";"import exported C";"0";""
"1";"SR";"11";"user";"";"click";;"on";"export";"ImperativeSequencePP";"import exported CSV doesn't work;";"0";""
"1";"SR";"12";"user";"";"go back";;;;"ImperativeSequencePP";"import exported CSV doesn't work;";"0";""
"1";"SR";"13";"user";"";"import";"data";;;"ImperativeSequencePP";"import data, select spreadsheet, ";"1.4";""
"1";"SR";"14";"user";"";"click";;"on";"exporter spinner";"ImperativeSequencePP";"import exported CSV doesn't work";"0";""
"1";"SR";"15";"user";"";"select";"spreadsheet (Excel, Google docs)";;;"ImperativeSequencePP";"";"1.4";""
"1";"SR";"16";"user";"";"enable";"erase database";;;"ActionsSeparatorPP";"enable erase database";"1.5";""
"1";"SR";"17";"user";"";"click";;"on";"import data";"ImperativeSequencePP";"import exported CSV doesn't work";"0";""
"1";"SR";"18";"user";"";"hit";"next";;;"ActionsSeparatorPP";"enable erase database";"1.5";""
"1";"SR";"19";"user";"";"hit";"next";;;"ActionsSeparatorPP";"enable erase database";"1.5";""
"1";"SR";"20";"user";"";"hit";"next";;;"ActionsSeparatorPP";"enable erase database";"1.5";""
"1";"SR";"21";"user";"";"hit";"Done";;;"ActionsSeparatorPP";"enable erase database";"1.5";""
