"scenario";"sntc_type";"sequence";"subject";"negation";"action";"object";"preposition";"object2";"parsing_class";"original_stnc";"sntc_id";"trace"
"1";"SR";"1";"user";"";"open";"application";;;"ImperativeSequencePP";"Open the application";"1.1";""
"1";"SR";"2";"user";"";"enter";""3"";"in";"cost field";"ImperativeSequencePP";"enter "3" in cost field";"1.2";""
"1";"SR";"3";"user";"";"enter";""20"";"in";"gallons field";"ImperativeSequencePP";"enter "20" in gallons field";"1.3";""
"1";"SR";"4";"user";"";"enter";"100600";"in";"odometer field";"ImperativeSequencePP";"enter 100600 in odometer field";"1.4";""
"1";"SR";"5";"user";"";"click";;"on";"SAVE FILLUP button";"ImperativeSequencePP";"Click on the SAVE FILLUP button";"1.5";""
"1";"SR";"6";"user";"";"click";;"on";"Fillup entry";"ImperativeSequencePP";"Click on the Fillup entry in the history tab";"1.6";""
"1";"SR";"7";"user";"";"click";;"on";"back button";"ImperativeSequencePP";"Click on the BACK button";"1.7";""
"1";"SR";"8";"user";"";"click";;"on";"Fillup Tab";"ImperativeSequencePP";"Click on the Fillup Tab";"1.8";""
"1";"SR";"9";"user";"";"enter";""3"";"in";"cost field";"ImperativeSequencePP";"enter "3" in cost field";"1.9";""
"1";"SR";"10";"user";"";"enter";""20"";"in";"gallons field";"ImperativeSequencePP";"enter "20" in gallons field";"1.10";""
"1";"SR";"11";"user";"";"enter";""101000"";"in";"odometer field";"ImperativeSequencePP";"enter "101000" in odometer field";"1.11";""
"1";"SR";"12";"user";"";"click";;"on";"SAVE FILLUP button";"ImperativeSequencePP";"Click on the SAVE FILLUP button";"1.12";""
"1";"SR";"13";"user";"";"click";;"on";"first Fillup entry";"ImperativeSequencePP";"Click on the first Fillup entry in the history tab";"1.13";""
"1";"SR";"14";"user";"";"click";;"on";"back button";"ImperativeSequencePP";"Click on the BACK button";"1.14";""
"1";"SR";"15";"user";"";"click";;"on";"first Fillup history entry";"ImperativeSequencePP";"Click on the first Fillup history entry";"1.15";""
