"scenario";"sntc_type";"sequence";"subject";"negation";"action";"object";"preposition";"object2";"parsing_class";"original_stnc";"sntc_id";"trace"
"1";"SR";"1";"user";"";"open";"application";;;"ImperativeSequencePP";"Open the application";"1.1";""
"1";"SR";"2";"user";"";"set";"price";"to";"2";"ImperativeSequencePP";"Set price per gallons to 2";"1.2";""
"1";"SR";"3";"user";"";"set";"gallons";"to";"10";"ImperativeSequencePP";"Set gallons to 10";"1.3";""
"1";"SR";"4";"user";"";"set";"odometer";"to";"100";"ImperativeSequencePP";"Set odometer to 100";"1.4";""
"1";"SR";"5";"user";"";"check";""Tank was not filled to the top"";;;"ImperativeSequencePP";"Check "Tank was not filled to the top"";"1.5";""
"1";"SR";"6";"user";"";"click";;"on";"SAVE FILLUP button";"ImperativeSequencePP";"Click on the SAVE FILLUP button";"1.6";""
"1";"SR";"7";"user";"";"go";;"to";"Fillup Tab";"ImperativeSequencePP";"Go to the Fillup Tab";"1.7";""
"1";"SR";"8";"user";"";"set";"price";"to";"2.1";"ImperativeSequencePP";"Set price per gallons to 2.1";"1.8";""
"1";"SR";"9";"user";"";"set";"gallons";"to";"12";"ImperativeSequencePP";"Set gallons to 12";"1.9";""
"1";"SR";"10";"user";"";"set";"odometer";"to";"110";"ImperativeSequencePP";"Set odometer to 110";"1.10";""
"1";"SR";"11";"user";"";"check";""Tank was not filled to the top"";;;"ImperativeSequencePP";"Check "Tank was not filled to the top"";"1.11";""
"1";"SR";"12";"user";"";"click";;"on";"SAVE FILLUP button";"ImperativeSequencePP";"Click on the SAVE FILLUP button";"1.12";""
"1";"SR";"13";"user";"";"go";;"to";"Statistics Tab";"ImperativeSequencePP";"Go to the Statistics Tab";"1.13";""
